college_id,ranking_authority,ranking_year,overall_rank,overall_score,overall_total_score,parameter_id,parameter_score,rank_band,Country
38534,2,2019,146,57.3,100,5,36.5,,
32674,2,2019,149,57.2,100,5,42.7,,
31165,2,2019,153,56.6,100,5,40.7,,
32666,2,2019,158,56.3,100,5,30.5,,
53285,2,2019,161,56,100,5,33,,
53271,2,2019,165,55.8,100,5,42.3,,
32672,2,2019,167,55.6,100,5,30.5,,
53276,2,2019,171,55.4,100,5,32.9,,
53283,2,2019,181,54.5,100,5,32.2,,
53282,2,2019,187,54.2,100,5,33.6,,
32669,2,2019,190,54,100,5,28.2,,
36445,2,2019,,49.5–53.0,100,5,32,201–250,
32668,2,2019,,49.5–53.0,100,5,23.7,201–250,
32658,2,2019,,49.5–53.0,100,5,27.5,201–250,
53141,2,2019,,49.5–53.0,100,5,30.7,201–250,
36440,2,2019,,49.5–53.0,100,5,34.3,201–250,
53162,2,2019,,49.5–53.0,100,5,30.7,201–250,
53297,2,2019,,46.4–49.4,100,5,31.8,251–300,
35315,2,2019,,46.4–49.4,100,5,30.4,251–300,
36476,2,2019,,46.4–49.4,100,5,21.6,251–300,
32677,2,2019,,46.4–49.4,100,5,32,251–300,
53295,2,2019,,46.4–49.4,100,5,22.1,251–300,
32685,2,2019,,44.0–46.3,100,5,15.3,301–350,
53294,2,2019,,44.0–46.3,100,5,27.9,301–350,
53293,2,2019,,44.0–46.3,100,5,27.1,301–350,
53163,2,2019,,44.0–46.3,100,5,27.5,301–350,
53160,2,2019,,44.0–46.3,100,5,25.8,301–350,
53300,2,2019,,41.7–43.9,100,5,26.2,351–400,
53298,2,2019,,41.7–43.9,100,5,23,351–400,
53197,2,2019,,41.7–43.9,100,5,23.4,351–400,
32671,2,2019,,41.7–43.9,100,5,23.7,351–400,
53138,2,2019,,41.7–43.9,100,5,20.8,351–400,
36455,2,2019,,41.7–43.9,100,5,21.4,351–400,
53193,2,2019,,37.1–41.6,100,5,26.2,401–500,
32732,2,2019,,37.1–41.6,100,5,23.5,401–500,
53257,2,2019,,37.1–41.6,100,5,31.6,401–500,
53261,2,2019,,37.1–41.6,100,5,19.2,401–500,
53196,2,2019,,37.1–41.6,100,5,17.2,401–500,
53314,2,2019,,37.1–41.6,100,5,16.7,401–500,
35314,2,2019,,37.1–41.6,100,5,44.4,401–500,
32676,2,2019,,37.1–41.6,100,5,25.1,401–500,
53189,2,2019,,33.5–37.0,100,5,28.9,501–600,
53311,2,2019,,33.5–37.0,100,5,23.1,501–600,
53168,2,2019,,33.5–37.0,100,5,19.2,501–600,
36725,2,2019,,33.5–37.0,100,5,15.2,501–600,
32663,2,2019,,33.5–37.0,100,5,18.5,501–600,
53296,2,2019,,33.5–37.0,100,5,30.4,501–600,
53190,2,2019,,26.0–33.4,100,5,16.8,601–800,
36467,2,2019,,26.0–33.4,100,5,17,601–800,
36496,2,2019,,26.0–33.4,100,5,16.4,601–800,
32686,2,2019,,26.0–33.4,100,5,15.8,601–800,
53308,2,2019,,26.0–33.4,100,5,16,601–800,
53309,2,2019,,26.0–33.4,100,5,16.5,601–800,
53310,2,2019,,26.0–33.4,100,5,20.7,601–800,
53235,2,2019,,26.0–33.4,100,5,18,601–800,
53312,2,2019,,26.0–33.4,100,5,15.4,601–800,
53258,2,2019,,26.0–33.4,100,5,18,601–800,
53270,2,2019,,26.0–33.4,100,5,16.4,601–800,
53315,2,2019,,26.0–33.4,100,5,18.1,601–800,
53299,2,2019,,26.0–33.4,100,5,19.8,601–800,
53317,2,2019,,26.0–33.4,100,5,15.7,601–800,
53318,2,2019,,26.0–33.4,100,5,18.2,601–800,
53319,2,2019,,26.0–33.4,100,5,15,601–800,
53313,2,2019,,19.0–25.9,100,5,16.3,801–1000,
53305,2,2019,,19.0–25.9,100,5,15.3,801–1000,
53306,2,2019,,19.0–25.9,100,5,20.8,801–1000,
53244,2,2019,,19.0–25.9,100,5,14.3,801–1000,
53278,2,2019,,19.0–25.9,100,5,15,801–1000,
36487,2,2019,,19.0–25.9,100,5,17.9,801–1000,
53286,2,2019,,19.0–25.9,100,5,16.7,801–1000,
53289,2,2019,,19.0–25.9,100,5,16.3,801–1000,
53316,2,2019,,19.0–25.9,100,5,15.4,801–1000,
53304,2,2019,,9.8–18.9,100,5,14.7,1001+,
53195,2,2019,,9.8–18.9,100,5,15.6,1001+,
36484,2,2019,,9.8–18.9,100,5,14.5,1001+,
33549,4,2023,4,94.1,100,1,,,
36443,4,2023,5,93.3,100,2,,,
31252,4,2023,30,86.6,100,3,,,
31153,4,2023,45,85,100,4,,,
33550,4,2023,60,83.9,100,5,,,
32667,4,2023,82,82.6,100,1,,,
33850,4,2023,94,82,100,2,,,
31165,4,2023,104,81.6,100,3,,,
34147,4,2023,121,80.9,100,4,,,
32670,4,2023,126,80.7,100,5,,,
53283,4,2023,134,80.5,100,1,,,
32674,4,2023,135,80.4,100,2,,,
32664,4,2023,151,79.9,100,3,,,
32688,4,2023,153,79.9,100,4,,,
53282,4,2023,156,79.8,100,5,,,
53276,4,2023,159,79.7,100,1,,,
35316,4,2023,173,79.3,100,2,,,
53285,4,2023,243,77.7,100,3,,,
36440,4,2023,245,77.7,100,4,,,
32672,4,2023,246,77.7,100,5,,,
36441,4,2023,263,77.4,100,1,,,
32669,4,2023,278,77.1,100,2,,,
32666,4,2023,296,76.8,100,3,,,
35317,4,2023,323,76.4,100,4,,,
37144,4,2023,324,76.3,100,5,,,
36446,4,2023,329,76.3,100,1,,,
38534,4,2023,339,76.1,100,2,,,
32668,4,2023,350,76,100,3,,,
53271,4,2023,364,75.8,100,4,,,
36445,4,2023,443,74.8,100,5,,,
32676,4,2023,481,74.3,100,1,,,
32677,4,2023,492,74.2,100,2,,,
53311,4,2023,510,74,100,3,,,
35315,4,2023,532,73.8,100,4,,,
53193,4,2023,560,73.5,100,5,,,
53295,4,2023,572,73.4,100,1,,,
53257,4,2023,642,72.8,100,2,,,
32671,4,2023,672,72.5,100,3,,,
53293,4,2023,706,72.2,100,4,,,
53294,4,2023,738,72,100,5,,,
53297,4,2023,774,71.7,100,1,,,
36725,4,2023,835,71.3,100,2,,,
53196,4,2023,861,71.1,100,3,,,
53197,4,2023,862,71.1,100,4,,,
53190,4,2023,867,71.1,100,5,,,
33531,4,2023,870,71.1,100,1,,,
53300,4,2023,874,71,100,2,,,
53314,4,2023,877,71,100,3,,,
36455,4,2023,910,70.8,100,4,,,
53298,4,2023,959,70.5,100,5,,,
53299,4,2023,969,70.4,100,1,,,
53258,4,2023,1058,69.9,100,2,,,
53270,4,2023,1108,69.6,100,3,,,
53309,4,2023,1132,69.5,100,4,,,
38533,4,2023,1164,69.3,100,5,,,
36467,4,2023,1232,69,100,1,,,
53189,4,2023,1239,68.9,100,2,,,
53308,4,2023,1281,68.7,100,3,,,
35314,4,2023,1331,68.5,100,4,,,
53312,4,2023,1347,68.4,100,5,,,
53305,4,2023,1387,68.2,100,1,,,
53296,4,2023,1388,68.2,100,2,,,
53310,4,2023,1418,68.1,100,3,,,
53315,4,2023,1507,67.7,100,4,,,
36496,4,2023,1516,67.6,100,5,,,
53261,4,2023,1548,67.5,100,1,,,
53286,4,2023,1563,67.4,100,2,,,
53235,4,2023,1571,67.4,100,3,,,
53318,4,2023,1696,66.9,100,4,,,
31258,4,2023,1736,66.7,100,5,,,
53292,4,2023,1812,66.4,100,1,,,
32686,4,2023,1873,66.2,100,2,,,
53244,4,2023,1900,66.1,100,3,,,
53319,4,2023,1926,66,100,4,,,
36487,4,2023,1967,65.9,100,5,,,
31153,3,2021,20,,100,1,,,
31153,3,2021,20,,100,2,,,
31153,3,2021,20,,100,3,,,
31153,3,2021,20,,100,4,,,
31153,3,2021,20,,100,5,,,
31165,3,2021,91,,100,1,,,
31165,3,2021,91,,100,2,,,
31165,3,2021,91,,100,3,,,
31165,3,2021,91,,100,4,,,
31165,3,2021,91,,100,5,,,
31252,3,2021,8,,100,1,,,
31252,3,2021,8,,100,2,,,
31252,3,2021,8,,100,3,,,
31252,3,2021,8,,100,4,,,
31252,3,2021,8,,100,5,,,
31258,3,2021,416,,100,1,,,
31258,3,2021,416,,100,2,,,
31258,3,2021,416,,100,3,,,
31258,3,2021,416,,100,4,,,
31258,3,2021,416,,100,5,,,
32658,3,2021,209,,100,1,,,
32658,3,2021,209,,100,2,,,
32658,3,2021,209,,100,3,,,
32658,3,2021,209,,100,4,,,
32658,3,2021,209,,100,5,,,
32664,3,2021,93,,100,1,,,
32664,3,2021,93,,100,2,,,
32664,3,2021,93,,100,3,,,
32664,3,2021,93,,100,4,,,
32664,3,2021,93,,100,5,,,
32665,3,2021,10,,100,1,,,
32665,3,2021,10,,100,2,,,
32665,3,2021,10,,100,3,,,
32665,3,2021,10,,100,4,,,
32665,3,2021,10,,100,5,,,
32666,3,2021,207,,100,1,,,
32666,3,2021,207,,100,2,,,
32666,3,2021,207,,100,3,,,
32666,3,2021,207,,100,4,,,
32666,3,2021,207,,100,5,,,
32667,3,2021,87,,100,1,,,
32667,3,2021,87,,100,2,,,
32667,3,2021,87,,100,3,,,
32667,3,2021,87,,100,4,,,
32667,3,2021,87,,100,5,,,
32668,3,2021,319,,100,1,,,
32668,3,2021,319,,100,2,,,
32668,3,2021,319,,100,3,,,
32668,3,2021,319,,100,4,,,
32668,3,2021,319,,100,5,,,
32669,3,2021,333,,100,1,,,
32669,3,2021,333,,100,2,,,
32669,3,2021,333,,100,3,,,
32669,3,2021,333,,100,4,,,
32669,3,2021,333,,100,5,,,
32670,3,2021,77,,100,1,,,
32670,3,2021,77,,100,2,,,
32670,3,2021,77,,100,3,,,
32670,3,2021,77,,100,4,,,
32670,3,2021,77,,100,5,,,
32671,3,2021,380,,100,1,,,
32671,3,2021,380,,100,2,,,
32671,3,2021,380,,100,3,,,
32671,3,2021,380,,100,4,,,
32671,3,2021,380,,100,5,,,
32672,3,2021,242,,100,1,,,
32672,3,2021,242,,100,2,,,
32672,3,2021,242,,100,3,,,
32672,3,2021,242,,100,4,,,
32672,3,2021,242,,100,5,,,
32674,3,2021,99,,100,1,,,
32674,3,2021,99,,100,2,,,
32674,3,2021,99,,100,3,,,
32674,3,2021,99,,100,4,,,
32674,3,2021,99,,100,5,,,
32676,3,2021,300,,100,1,,,
32676,3,2021,300,,100,2,,,
32676,3,2021,300,,100,3,,,
32676,3,2021,300,,100,4,,,
32676,3,2021,300,,100,5,,,
32677,3,2021,267,,100,1,,,
32677,3,2021,267,,100,2,,,
32677,3,2021,267,,100,3,,,
32677,3,2021,267,,100,4,,,
32677,3,2021,267,,100,5,,,
32686,3,2021,,,100,1,,801-1000,
32686,3,2021,,,100,2,,801-1000,
32686,3,2021,,,100,3,,801-1000,
32686,3,2021,,,100,4,,801-1000,
32686,3,2021,,,100,5,,801-1000,
32687,3,2021,31,,100,1,,,
32687,3,2021,31,,100,2,,,
32687,3,2021,31,,100,3,,,
32687,3,2021,31,,100,4,,,
32687,3,2021,31,,100,5,,,
32688,3,2021,114,,100,1,,,
32688,3,2021,114,,100,2,,,
32688,3,2021,114,,100,3,,,
32688,3,2021,114,,100,4,,,
32688,3,2021,114,,100,5,,,
32732,3,2021,439,,100,1,,,
32732,3,2021,439,,100,2,,,
32732,3,2021,439,,100,3,,,
32732,3,2021,439,,100,4,,,
32732,3,2021,439,,100,5,,,
32733,3,2021,101,,100,1,,,
32733,3,2021,101,,100,2,,,
32733,3,2021,101,,100,3,,,
32733,3,2021,101,,100,4,,,
32733,3,2021,101,,100,5,,,
33549,3,2021,7,,100,1,,,
33549,3,2021,7,,100,2,,,
33549,3,2021,7,,100,3,,,
33549,3,2021,7,,100,4,,,
33549,3,2021,7,,100,5,,,
33550,3,2021,27,,100,1,,,
33550,3,2021,27,,100,2,,,
33550,3,2021,27,,100,3,,,
33550,3,2021,27,,100,4,,,
33550,3,2021,27,,100,5,,,
33850,3,2021,58,,100,1,,,
33850,3,2021,58,,100,2,,,
33850,3,2021,58,,100,3,,,
33850,3,2021,58,,100,4,,,
33850,3,2021,58,,100,5,,,
34147,3,2021,90,,100,1,,,
34147,3,2021,90,,100,2,,,
34147,3,2021,90,,100,3,,,
34147,3,2021,90,,100,4,,,
34147,3,2021,90,,100,5,,,
35314,3,2021,346,,100,1,,,
35314,3,2021,346,,100,2,,,
35314,3,2021,346,,100,3,,,
35314,3,2021,346,,100,4,,,
35314,3,2021,346,,100,5,,,
35315,3,2021,308,,100,1,,,
35315,3,2021,308,,100,2,,,
35315,3,2021,308,,100,3,,,
35315,3,2021,308,,100,4,,,
35315,3,2021,308,,100,5,,,
35316,3,2021,62,,100,1,,,
35316,3,2021,62,,100,2,,,
35316,3,2021,62,,100,3,,,
35316,3,2021,62,,100,4,,,
35316,3,2021,62,,100,5,,,
35317,3,2021,150,,100,1,,,
35317,3,2021,150,,100,2,,,
35317,3,2021,150,,100,3,,,
35317,3,2021,150,,100,4,,,
35317,3,2021,150,,100,5,,,
36440,3,2021,205,,100,1,,,
36440,3,2021,205,,100,2,,,
36440,3,2021,205,,100,3,,,
36440,3,2021,205,,100,4,,,
36440,3,2021,205,,100,5,,,
36441,3,2021,164,,100,1,,,
36441,3,2021,164,,100,2,,,
36441,3,2021,164,,100,3,,,
36441,3,2021,164,,100,4,,,
36441,3,2021,164,,100,5,,,
36443,3,2021,5,,100,1,,,
36443,3,2021,5,,100,2,,,
36443,3,2021,5,,100,3,,,
36443,3,2021,5,,100,4,,,
36443,3,2021,5,,100,5,,,
36445,3,2021,173,,100,1,,,
36445,3,2021,173,,100,2,,,
36445,3,2021,173,,100,3,,,
36445,3,2021,173,,100,4,,,
36445,3,2021,173,,100,5,,,
36446,3,2021,86,,100,1,,,
36446,3,2021,86,,100,2,,,
36446,3,2021,86,,100,3,,,
36446,3,2021,86,,100,4,,,
36446,3,2021,86,,100,5,,,
36455,3,2021,485,,100,1,,,
36455,3,2021,485,,100,2,,,
36455,3,2021,485,,100,3,,,
36455,3,2021,485,,100,4,,,
36455,3,2021,485,,100,5,,,
36467,3,2021,,,100,1,,541-550,
36467,3,2021,,,100,2,,541-550,
36467,3,2021,,,100,3,,541-550,
36467,3,2021,,,100,4,,541-550,
36467,3,2021,,,100,5,,541-550,
36484,3,2021,,,100,1,,751-800,
36484,3,2021,,,100,2,,751-800,
36484,3,2021,,,100,3,,751-800,
36484,3,2021,,,100,4,,751-800,
36484,3,2021,,,100,5,,751-800,
36496,3,2021,,,100,1,,801-1000,
36496,3,2021,,,100,2,,801-1000,
36496,3,2021,,,100,3,,801-1000,
36496,3,2021,,,100,4,,801-1000,
36496,3,2021,,,100,5,,801-1000,
36725,3,2021,,,100,1,,801-1000,
36725,3,2021,,,100,2,,801-1000,
36725,3,2021,,,100,3,,801-1000,
36725,3,2021,,,100,4,,801-1000,
36725,3,2021,,,100,5,,801-1000,
37144,3,2021,49,,100,1,,,
37144,3,2021,49,,100,2,,,
37144,3,2021,49,,100,3,,,
37144,3,2021,49,,100,4,,,
37144,3,2021,49,,100,5,,,
38534,3,2021,135,,100,1,,,
38534,3,2021,135,,100,2,,,
38534,3,2021,135,,100,3,,,
38534,3,2021,135,,100,4,,,
38534,3,2021,135,,100,5,,,
53138,3,2021,,,100,1,,701-750,
53138,3,2021,,,100,2,,701-750,
53138,3,2021,,,100,3,,701-750,
53138,3,2021,,,100,4,,701-750,
53138,3,2021,,,100,5,,701-750,
53153,3,2021,,,100,1,,801-1000,
53153,3,2021,,,100,2,,801-1000,
53153,3,2021,,,100,3,,801-1000,
53153,3,2021,,,100,4,,801-1000,
53153,3,2021,,,100,5,,801-1000,
53160,3,2021,286,,100,1,,,
53160,3,2021,286,,100,2,,,
53160,3,2021,286,,100,3,,,
53160,3,2021,286,,100,4,,,
53160,3,2021,286,,100,5,,,
53162,3,2021,177,,100,1,,,
53162,3,2021,177,,100,2,,,
53162,3,2021,177,,100,3,,,
53162,3,2021,177,,100,4,,,
53162,3,2021,177,,100,5,,,
53163,3,2021,238,,100,1,,,
53163,3,2021,238,,100,2,,,
53163,3,2021,238,,100,3,,,
53163,3,2021,238,,100,4,,,
53163,3,2021,238,,100,5,,,
53168,3,2021,,,100,1,,511-520,
53168,3,2021,,,100,2,,511-520,
53168,3,2021,,,100,3,,511-520,
53168,3,2021,,,100,4,,511-520,
53168,3,2021,,,100,5,,511-520,
53189,3,2021,,,100,1,,751-800,
53189,3,2021,,,100,2,,751-800,
53189,3,2021,,,100,3,,751-800,
53189,3,2021,,,100,4,,751-800,
53189,3,2021,,,100,5,,751-800,
53190,3,2021,,,100,1,,801-1000,
53190,3,2021,,,100,2,,801-1000,
53190,3,2021,,,100,3,,801-1000,
53190,3,2021,,,100,4,,801-1000,
53190,3,2021,,,100,5,,801-1000,
53193,3,2021,368,,100,1,,,
53193,3,2021,368,,100,2,,,
53193,3,2021,368,,100,3,,,
53193,3,2021,368,,100,4,,,
53193,3,2021,368,,100,5,,,
53195,3,2021,,,100,1,,1001+,
53195,3,2021,,,100,2,,1001+,
53195,3,2021,,,100,3,,1001+,
53195,3,2021,,,100,4,,1001+,
53195,3,2021,,,100,5,,1001+,
53196,3,2021,,,100,1,,651-700,
53196,3,2021,,,100,2,,651-700,
53196,3,2021,,,100,3,,651-700,
53196,3,2021,,,100,4,,651-700,
53196,3,2021,,,100,5,,651-700,
53197,3,2021,350,,100,1,,,
53197,3,2021,350,,100,2,,,
53197,3,2021,350,,100,3,,,
53197,3,2021,350,,100,4,,,
53197,3,2021,350,,100,5,,,
53235,3,2021,,,100,1,,581-590,
53235,3,2021,,,100,2,,581-590,
53235,3,2021,,,100,3,,581-590,
53235,3,2021,,,100,4,,581-590,
53235,3,2021,,,100,5,,581-590,
53244,3,2021,,,100,1,,1001+,
53244,3,2021,,,100,2,,1001+,
53244,3,2021,,,100,3,,1001+,
53244,3,2021,,,100,4,,1001+,
53244,3,2021,,,100,5,,1001+,
53252,3,2021,,,100,1,,801-1000,
53252,3,2021,,,100,2,,801-1000,
53252,3,2021,,,100,3,,801-1000,
53252,3,2021,,,100,4,,801-1000,
53252,3,2021,,,100,5,,801-1000,
53257,3,2021,226,,100,1,,,
53257,3,2021,226,,100,2,,,
53257,3,2021,226,,100,3,,,
53257,3,2021,226,,100,4,,,
53257,3,2021,226,,100,5,,,
53258,3,2021,,,100,1,,801-1000,
53258,3,2021,,,100,2,,801-1000,
53258,3,2021,,,100,3,,801-1000,
53258,3,2021,,,100,4,,801-1000,
53258,3,2021,,,100,5,,801-1000,
53261,3,2021,,,100,1,,701-750,
53261,3,2021,,,100,2,,701-750,
53261,3,2021,,,100,3,,701-750,
53261,3,2021,,,100,4,,701-750,
53261,3,2021,,,100,5,,701-750,
53270,3,2021,,,100,1,,751-800,
53270,3,2021,,,100,2,,751-800,
53270,3,2021,,,100,3,,751-800,
53270,3,2021,,,100,4,,751-800,
53270,3,2021,,,100,5,,751-800,
53271,3,2021,96,,100,1,,,
53271,3,2021,96,,100,2,,,
53271,3,2021,96,,100,3,,,
53271,3,2021,96,,100,4,,,
53271,3,2021,96,,100,5,,,
53276,3,2021,152,,100,1,,,
53276,3,2021,152,,100,2,,,
53276,3,2021,152,,100,3,,,
53276,3,2021,152,,100,4,,,
53276,3,2021,152,,100,5,,,
53278,3,2021,,,100,1,,801-1000,
53278,3,2021,,,100,2,,801-1000,
53278,3,2021,,,100,3,,801-1000,
53278,3,2021,,,100,4,,801-1000,
53278,3,2021,,,100,5,,801-1000,
53282,3,2021,159,,100,1,,,
53282,3,2021,159,,100,2,,,
53282,3,2021,159,,100,3,,,
53282,3,2021,159,,100,4,,,
53282,3,2021,159,,100,5,,,
53283,3,2021,181,,100,1,,,
53283,3,2021,181,,100,2,,,
53283,3,2021,181,,100,3,,,
53283,3,2021,181,,100,4,,,
53283,3,2021,181,,100,5,,,
53285,3,2021,246,,100,1,,,
53285,3,2021,246,,100,2,,,
53285,3,2021,246,,100,3,,,
53285,3,2021,246,,100,4,,,
53285,3,2021,246,,100,5,,,
53286,3,2021,,,100,1,,801-1000,
53286,3,2021,,,100,2,,801-1000,
53286,3,2021,,,100,3,,801-1000,
53286,3,2021,,,100,4,,801-1000,
53286,3,2021,,,100,5,,801-1000,
53293,3,2021,301,,100,1,,,
53293,3,2021,301,,100,2,,,
53293,3,2021,301,,100,3,,,
53293,3,2021,301,,100,4,,,
53293,3,2021,301,,100,5,,,
53294,3,2021,344,,100,1,,,
53294,3,2021,344,,100,2,,,
53294,3,2021,344,,100,3,,,
53294,3,2021,344,,100,4,,,
53294,3,2021,344,,100,5,,,
53295,3,2021,474,,100,1,,,
53295,3,2021,474,,100,2,,,
53295,3,2021,474,,100,3,,,
53295,3,2021,474,,100,4,,,
53295,3,2021,474,,100,5,,,
53296,3,2021,383,,100,1,,,
53296,3,2021,383,,100,2,,,
53296,3,2021,383,,100,3,,,
53296,3,2021,383,,100,4,,,
53296,3,2021,383,,100,5,,,
53297,3,2021,411,,100,1,,,
53297,3,2021,411,,100,2,,,
53297,3,2021,411,,100,3,,,
53297,3,2021,411,,100,4,,,
53297,3,2021,411,,100,5,,,
53298,3,2021,,,100,1,,511-520,
53298,3,2021,,,100,2,,511-520,
53298,3,2021,,,100,3,,511-520,
53298,3,2021,,,100,4,,511-520,
53298,3,2021,,,100,5,,511-520,
53299,3,2021,,,100,1,,601-650,
53299,3,2021,,,100,2,,601-650,
53299,3,2021,,,100,3,,601-650,
53299,3,2021,,,100,4,,601-650,
53299,3,2021,,,100,5,,601-650,
53300,3,2021,485,,100,1,,,
53300,3,2021,485,,100,2,,,
53300,3,2021,485,,100,3,,,
53300,3,2021,485,,100,4,,,
53300,3,2021,485,,100,5,,,
53304,3,2021,,,100,1,,801-1000,
53304,3,2021,,,100,2,,801-1000,
53304,3,2021,,,100,3,,801-1000,
53304,3,2021,,,100,4,,801-1000,
53304,3,2021,,,100,5,,801-1000,
53305,3,2021,,,100,1,,801-1000,
53305,3,2021,,,100,2,,801-1000,
53305,3,2021,,,100,3,,801-1000,
53305,3,2021,,,100,4,,801-1000,
53305,3,2021,,,100,5,,801-1000,
53306,3,2021,,,100,1,,801-1000,
53306,3,2021,,,100,2,,801-1000,
53306,3,2021,,,100,3,,801-1000,
53306,3,2021,,,100,4,,801-1000,
53306,3,2021,,,100,5,,801-1000,
53308,3,2021,,,100,1,,701-750,
53308,3,2021,,,100,2,,701-750,
53308,3,2021,,,100,3,,701-750,
53308,3,2021,,,100,4,,701-750,
53308,3,2021,,,100,5,,701-750,
53309,3,2021,,,100,1,,801-1000,
53309,3,2021,,,100,2,,801-1000,
53309,3,2021,,,100,3,,801-1000,
53309,3,2021,,,100,4,,801-1000,
53309,3,2021,,,100,5,,801-1000,
53310,3,2021,,,100,1,,701-750,
53310,3,2021,,,100,2,,701-750,
53310,3,2021,,,100,3,,701-750,
53310,3,2021,,,100,4,,701-750,
53310,3,2021,,,100,5,,701-750,
53311,3,2021,,,100,1,,601-650,
53311,3,2021,,,100,2,,601-650,
53311,3,2021,,,100,3,,601-650,
53311,3,2021,,,100,4,,601-650,
53311,3,2021,,,100,5,,601-650,
53312,3,2021,,,100,1,,801-1000,
53312,3,2021,,,100,2,,801-1000,
53312,3,2021,,,100,3,,801-1000,
53312,3,2021,,,100,4,,801-1000,
53312,3,2021,,,100,5,,801-1000,
53314,3,2021,,,100,1,,601-650,
53314,3,2021,,,100,2,,601-650,
53314,3,2021,,,100,3,,601-650,
53314,3,2021,,,100,4,,601-650,
53314,3,2021,,,100,5,,601-650,
53315,3,2021,,,100,1,,801-1000,
53315,3,2021,,,100,2,,801-1000,
53315,3,2021,,,100,3,,801-1000,
53315,3,2021,,,100,4,,801-1000,
53315,3,2021,,,100,5,,801-1000,
53317,3,2021,,,100,1,,801-1000,
53317,3,2021,,,100,2,,801-1000,
53317,3,2021,,,100,3,,801-1000,
53317,3,2021,,,100,4,,801-1000,
53317,3,2021,,,100,5,,801-1000,
53318,3,2021,,,100,1,,651-700,
53318,3,2021,,,100,2,,651-700,
53318,3,2021,,,100,3,,651-700,
53318,3,2021,,,100,4,,651-700,
53318,3,2021,,,100,5,,651-700,
32732,3,2022,490,,100,1,13.8,,
32732,3,2022,490,,100,2,30.1,,
32732,3,2022,490,,100,3,25.8,,
32732,3,2022,490,,100,4,,,
32732,3,2022,490,,100,5,18.7,,
53138,3,2022,,,100,1,14.6,751-800,
53138,3,2022,,,100,2,9.7,751-800,
53138,3,2022,,,100,3,21.4,751-800,
53138,3,2022,,,100,4,,751-800,
53138,3,2022,,,100,5,10.1,751-800,
53153,3,2022,,,100,1,3.9,801-1000,
53153,3,2022,,,100,2,14.8,801-1000,
53153,3,2022,,,100,3,47.9,801-1000,
53153,3,2022,,,100,4,,801-1000,
53153,3,2022,,,100,5,10.9,801-1000,
32733,3,2022,101,,100,1,58.9,,
32733,3,2022,101,,100,2,48.9,,
32733,3,2022,101,,100,3,94.2,,
32733,3,2022,101,,100,4,,,
32733,3,2022,101,,100,5,68.2,,
53160,3,2022,298,,100,1,21.8,,
53160,3,2022,298,,100,2,33.5,,
53160,3,2022,298,,100,3,46.9,,
53160,3,2022,298,,100,4,,,
53160,3,2022,298,,100,5,27.6,,
53162,3,2022,173,,100,1,42.1,,
53162,3,2022,173,,100,2,44.6,,
53162,3,2022,173,,100,3,76,,
53162,3,2022,173,,100,4,,,
53162,3,2022,173,,100,5,49.6,,
53163,3,2022,258,,100,1,12.8,,
53163,3,2022,258,,100,2,30.3,,
53163,3,2022,258,,100,3,58.7,,
53163,3,2022,258,,100,4,,,
53163,3,2022,258,,100,5,26.3,,
53168,3,2022,,,100,1,25.3,501-510,
53168,3,2022,,,100,2,29.3,501-510,
53168,3,2022,,,100,3,26.4,501-510,
53168,3,2022,,,100,4,,501-510,
53168,3,2022,,,100,5,17.2,501-510,
53300,3,2022,,,100,1,35.7,541-550,
53300,3,2022,,,100,2,7.5,541-550,
53300,3,2022,,,100,3,60,541-550,
53300,3,2022,,,100,4,,541-550,
53300,3,2022,,,100,5,9.8,541-550,
53298,3,2022,485,,100,1,38.5,,
53298,3,2022,485,,100,2,28.8,,
53298,3,2022,485,,100,3,31.4,,
53298,3,2022,485,,100,4,,,
53298,3,2022,485,,100,5,12.5,,
53294,3,2022,332,,100,1,69.8,,
53294,3,2022,332,,100,2,3.6,,
53294,3,2022,332,,100,3,98.2,,
53294,3,2022,332,,100,4,,,
53294,3,2022,332,,100,5,12.5,,
53304,3,2022,,,100,1,2.9,1001-1200,
53304,3,2022,,,100,2,6.1,1001-1200,
53304,3,2022,,,100,3,74.9,1001-1200,
53304,3,2022,,,100,4,,1001-1200,
53304,3,2022,,,100,5,5,1001-1200,
53189,3,2022,,,100,1,24,751-800,
53189,3,2022,,,100,2,11.5,751-800,
53189,3,2022,,,100,3,52,751-800,
53189,3,2022,,,100,4,,751-800,
53189,3,2022,,,100,5,5.3,751-800,
53193,3,2022,351,,100,1,64,,
53193,3,2022,351,,100,2,15.6,,
53193,3,2022,351,,100,3,97.9,,
53193,3,2022,351,,100,4,,,
53193,3,2022,351,,100,5,11.5,,
53195,3,2022,,,100,1,3.9,1001-1200,
53195,3,2022,,,100,2,2,1001-1200,
53195,3,2022,,,100,3,25.9,1001-1200,
53195,3,2022,,,100,4,,1001-1200,
53195,3,2022,,,100,5,6.8,1001-1200,
53282,3,2022,151,,100,1,44.3,,
53282,3,2022,151,,100,2,47.1,,
53282,3,2022,151,,100,3,79.4,,
53282,3,2022,151,,100,4,,,
53282,3,2022,151,,100,5,47.2,,
53197,3,2022,330,,100,1,49.6,,
53197,3,2022,330,,100,2,23.4,,
53197,3,2022,330,,100,3,99.9,,
53197,3,2022,330,,100,4,,,
53197,3,2022,330,,100,5,20.4,,
36467,3,2022,,,100,1,6.2,601-650,
